id_a,id_b,gene_a,gene_b,shared_20mers,coverage_a,coverage_b
mRNA_005417,mRNA_001622,TC004208,TC031886,286,0.8101983002832861,0.6124197002141327
mRNA_005417,mRNA_004199,TC004208,TC031881,238,0.6742209631728046,0.5042372881355932
mRNA_005427,iB_14753,TC006912,TC016132,133,0.4784172661870504,0.6456310679611651
mRNA_005465,iB_15550,TC030551,TC034710,179,0.5070821529745042,0.8325581395348837
mRNA_005485,iB_06786,TC032711,TC033509,201,1.0,0.4843373493975904
mRNA_005487,iB_10467,TC005912,TC034005,194,0.8083333333333333,0.9371980676328503
mRNA_005505,mRNA_000102,TC031918,TC010212,149,0.32964601769911506,0.5983935742971888
mRNA_005544,mRNA_002507,TC012937,TC001319,250,0.6426735218508998,0.4930966469428008
mRNA_005571,mRNA_002190,TC016043,TC010687,156,0.7090909090909091,0.31771894093686354
mRNA_005593,iB_16059,TC012670,TC011835,152,0.5296167247386759,0.7916666666666666
mRNA_005602,iB_09180,TC033464,TC033465,217,0.5279805352798054,0.7777777777777778
mRNA_005636,mRNA_001715,TC033287,TC010633,122,0.2863849765258216,0.547085201793722
mRNA_005639,iB_09345,TC030662,TC033841,238,0.6761363636363636,1.0
mRNA_005650,iB_05723,TC033446,TC033447,374,0.827433628318584,0.7248062015503876
mRNA_005652,iB_13735,TC002376,TC031848,77,0.375609756097561,0.616
mRNA_005733,iB_16642,TC002234,TC010574,82,0.36771300448430494,0.5466666666666666
mRNA_005802,mRNA_005782,TC002160,TC002234,91,0.8198198198198198,0.4026548672566372
mRNA_005809,iB_07449,TC030192,TC032800,126,0.504,0.2490118577075099
mRNA_005835,iB_16458,TC001785,TC004247,134,0.3284313725490196,0.5214007782101168
mRNA_005839,iB_04455,TC032868,TC034669,214,0.5799457994579946,0.5107398568019093
mRNA_005862,iB_05706,TC005274,TC033479,137,0.6008771929824561,0.2778904665314402
mRNA_005862,mRNA_003968,TC005274,TC014837,228,1.0,0.4989059080962801
mRNA_005863,iB_15709,TC010390,TC032599,164,0.7922705314009661,0.7008547008547008
mRNA_005878,iB_07242,TC011008,TC011474,246,1.0,0.6795580110497238
mRNA_005901,iB_07408,TC031202,TC033716,451,1.0,0.855787476280835
mRNA_005943,iB_15425,TC010633,TC010632,107,0.2018867924528302,0.9469026548672567
mRNA_006005,iB_14876,TC010682,TC031300,80,0.1951219512195122,0.7079646017699115
mRNA_006005,mRNA_000571,TC010682,TC031256,84,0.2048780487804878,0.5526315789473685
mRNA_006017,iB_02576,TC016333,TC034253,212,0.5872576177285319,0.5260545905707196
mRNA_006062,iB_03749,TC004413,TC034993,231,1.0,0.4695121951219512
mRNA_006081,iB_07673,TC031661,TC032967,177,0.815668202764977,0.31607142857142856
mRNA_006092,iB_17074,TC012263,TC012202,76,0.36018957345971564,0.5352112676056338
mRNA_006109,iB_07725,TC016413,TC034953,317,0.6967032967032967,0.6469387755102041
mRNA_006137,mRNA_003174,TC030933,TC030947,72,0.2465753424657534,0.6371681415929203
mRNA_006137,mRNA_003814,TC030933,TC031256,202,0.6917808219178082,0.4938875305623472
mRNA_006140,iB_16302,TC033654,TC010582,131,0.279317697228145,0.6717948717948717
mRNA_006203,mRNA_002430,TC003219,TC008579,242,0.4540337711069418,0.5307017543859649
mRNA_006221,mRNA_001517,TC030967,TC031163,64,0.2612244897959184,0.5161290322580645
mRNA_006294,mRNA_000335,TC031843,TC008560,134,0.6633663366336634,0.324455205811138
mRNA_006297,mRNA_004154,TC032426,TC003603,155,0.41005291005291006,0.5961538461538461
mRNA_006302,iB_04560,TC008900,TC009942,228,1.0,0.48
mRNA_006303,mRNA_004207,TC005060,TC005244,146,0.6239316239316239,0.6488888888888888
mRNA_006320,iB_17482,TC002023,TC005256,212,0.3925925925925926,1.0
mRNA_006324,iB_00828,TC005322,TC006807,283,0.7526595744680851,0.6072961373390557
mRNA_006335,iB_16263,TC010304,TC034962,150,0.2964426877470356,1.0
mRNA_006348,iB_13018,TC034104,TC016078,195,0.3979591836734694,0.7142857142857143
mRNA_006349,iB_13653,TC032982,TC010692,168,0.34710743801652894,0.7368421052631579
mRNA_006356,iB_04034,TC005906,TC005907,351,0.7076612903225806,0.7714285714285715
mRNA_006393,mRNA_002034,TC031259,TC030973,105,0.41338582677165353,0.5023923444976076
mRNA_006425,iB_00762,TC004751,TC004752,333,0.7286652078774617,0.6713709677419355
mRNA_006444,iB_05704,TC031850,TC031851,440,0.9932279909706546,0.9282700421940928
mRNA_006466,mRNA_001540,TC001055,TC030947,115,1.0,0.5275229357798165
mRNA_006499,iB_10719,TC005859,TC034024,131,0.26464646464646463,0.5822222222222222
mRNA_006513,mRNA_004379,TC031881,TC003603,119,0.23333333333333334,0.569377990430622
mRNA_006585,iB_14807,TC011516,TC030555,134,0.3228915662650602,1.0
mRNA_006614,iB_04646,TC031174,TC009507,134,0.575107296137339,0.3052391799544419
mRNA_006628,iB_05192,TC012212,TC031227,258,0.80625,0.6172248803827751
mRNA_006658,iB_16374,TC006002,TC005289,145,0.6359649122807017,0.7073170731707317
mRNA_006682,iB_15433,TC001595,TC002036,59,0.44696969696969696,1.0
mRNA_006691,iB_05702,TC014825,TC032690,279,1.0,0.5304182509505704
mRNA_006735,iB_07262,TC007002,TC008524,226,1.0,0.49344978165938863
mRNA_006860,iB_03900,TC005083,TC033499,300,0.6637168141592921,0.7246376811594203
mRNA_006965,mRNA_000239,TC010742,TC031828,130,0.7142857142857143,0.25440313111545987
mRNA_006985,iB_06162,TC002934,TC003501,229,1.0,0.4232902033271719
mRNA_007002,iB_12247,TC006372,TC006371,155,0.695067264573991,1.0
mRNA_007005,mRNA_003035,TC006957,TC001812,313,0.9936507936507937,0.6879120879120879
mRNA_007021,iB_05893,TC015782,TC015783,317,0.6026615969581749,1.0
mRNA_007044,iB_08185,TC031979,TC033279,90,0.8108108108108109,0.16635859519408502
mRNA_007087,iB_15274,TC005726,TC034073,132,0.5217391304347826,0.5569620253164557
mRNA_007093,iB_10781,TC031993,TC010338,106,0.4930232558139535,0.5196078431372549
mRNA_007158,iB_15482,TC000725,TC030990,106,0.21544715447154472,0.5120772946859904
mRNA_007158,mRNA_000578,TC000725,TC000723,104,0.21138211382113822,0.5024154589371981
mRNA_007164,iB_16598,TC005194,TC005156,116,0.2572062084257206,1.0
mRNA_007183,iB_03707,TC004221,TC034907,303,0.6644736842105263,0.7336561743341404
mRNA_007204,mRNA_001084,TC002156,TC002152,131,0.5346938775510204,0.32425742574257427
mRNA_007255,iB_13557,TC032887,TC034671,216,0.463519313304721,0.9310344827586207
mRNA_007256,mRNA_003814,TC002019,TC031256,114,0.5089285714285714,0.2787286063569682
mRNA_007270,mRNA_006982,TC005151,TC031260,130,0.5603448275862069,0.28322440087145967
mRNA_007287,iB_16439,TC004170,TC006962,96,0.631578947368421,0.40336134453781514
mRNA_007296,iB_16929,TC002042,TC001858,208,0.4611973392461197,0.8387096774193549
mRNA_007308,iB_16119,TC031558,TC004771,191,0.3890020366598778,0.7074074074074074
mRNA_007323,iB_03326,TC004352,TC035031,206,0.9716981132075472,0.44017094017094016
mRNA_007350,mRNA_000237,TC009398,TC009404,119,0.952,0.24947589098532494
mRNA_007356,mRNA_001167,TC012513,TC030923,275,0.6097560975609756,0.6084070796460177
mRNA_007378,mRNA_006622,TC009099,TC033662,88,0.5827814569536424,0.2558139534883721
mRNA_007388,iB_06784,TC031603,TC034634,261,0.5127701375245579,0.5661605206073753
mRNA_007392,iB_00193,TC000941,TC000944,223,0.4911894273127753,0.5412621359223301
mRNA_007436,iB_10884,TC030113,TC033212,159,0.7718446601941747,0.6824034334763949
mRNA_007482,iB_06746,TC015964,TC033808,453,0.867816091954023,0.9476987447698745
mRNA_007497,iB_10476,TC004808,TC031971,154,0.33624454148471616,0.7031963470319634
mRNA_007525,mRNA_002990,TC004208,TC015850,124,0.2701525054466231,0.5391304347826087
mRNA_007525,mRNA_005794,TC004208,TC033486,114,0.24836601307189543,0.5377358490566038
mRNA_007545,iB_00140,TC000610,TC000973,410,0.8436213991769548,1.0
mRNA_007564,iB_01951,TC012219,TC034855,327,0.697228144989339,0.9263456090651558
mRNA_007568,iB_16999,TC006893,TC006601,123,0.25840336134453784,0.6119402985074627
mRNA_007579,iB_14983,TC031906,TC032151,138,0.6731707317073171,0.5702479338842975
mRNA_007641,iB_10086,TC013338,TC013339,119,0.5804878048780487,0.5107296137339056
mRNA_007647,iB_06782,TC006904,TC032660,202,1.0,0.43628509719222464
mRNA_007680,iB_03907,TC005107,TC015778,209,0.954337899543379,0.3891992551210428
mRNA_007700,iB_00772,TC004823,TC031962,387,0.7724550898203593,0.8012422360248447
mRNA_007736,mRNA_005725,TC004090,TC034100,366,0.6918714555765595,0.773784355179704
mRNA_007740,mRNA_001185,TC004208,TC035003,209,0.40192307692307694,1.0
mRNA_007774,iB_07738,TC031704,TC034202,352,0.7702407002188184,0.6164623467600701
mRNA_007886,iB_17013,TC001429,TC001406,184,0.773109243697479,0.7863247863247863
mRNA_007901,iB_15438,TC002033,TC005144,131,0.2823275862068966,0.5481171548117155
mRNA_007918,mRNA_001791,TC032863,TC007218,128,0.540084388185654,0.2838137472283814
mRNA_007939,iB_15944,TC001793,TC031911,76,0.6551724137931034,0.36363636363636365
mRNA_007957,iB_14442,TC006136,TC011578,137,0.48928571428571427,0.8404907975460123
mRNA_008019,iB_13880,TC002657,TC002321,183,0.40043763676148797,0.8551401869158879
mRNA_008073,iB_02353,TC033446,TC033445,117,0.5652173913043478,0.2554585152838428
mRNA_008087,iB_17256,TC005296,TC035000,107,0.21616161616161617,0.5404040404040404
mRNA_008096,iB_03255,TC001793,TC008492,172,0.5714285714285714,0.36673773987206826
mRNA_008123,mRNA_000746,TC004170,TC002037,153,0.7611940298507462,0.30784708249496984
mRNA_008159,iB_07723,TC001990,TC034537,223,1.0,0.4346978557504873
mRNA_008232,iB_13736,TC030281,TC004248,154,0.7549019607843137,0.6311475409836066
mRNA_008322,iB_16993,TC031776,TC031282,131,0.2481060606060606,0.7660818713450293
mRNA_008373,mRNA_000171,TC003265,TC003188,128,0.5739910313901345,0.27586206896551724
mRNA_008383,iB_08184,TC030972,TC032964,163,0.7836538461538461,0.3214990138067061
mRNA_008411,iB_07638,TC031589,TC031914,282,0.6,0.698019801980198
mRNA_008433,iB_07768,TC031845,TC034914,259,1.0,0.518
mRNA_008564,mRNA_002337,TC034211,TC010633,212,0.5668449197860963,0.41568627450980394
mRNA_008590,mRNA_006238,TC031661,TC034203,189,0.9086538461538461,0.4701492537313433
mRNA_008700,iB_09675,TC000380,TC001172,185,0.34450651769087526,0.7034220532319392
mRNA_008707,iB_15423,TC015807,TC002355,120,0.5042016806722689,0.967741935483871
mRNA_008767,iB_12530,TC006893,TC010302,127,0.3009478672985782,0.5906976744186047
mRNA_008796,iB_00781,TC004881,TC004882,280,0.7909604519774012,0.6021505376344086
mRNA_008845,iB_08234,TC014049,TC031140,205,1.0,0.45657015590200445
mRNA_008892,iB_16638,TC009398,TC001494,113,0.22420634920634921,0.6726190476190477
mRNA_008937,iB_04222,TC006832,TC031899,210,1.0,0.43209876543209874
mRNA_009068,iB_03934,TC031884,TC032976,343,0.7313432835820896,0.7489082969432315
mRNA_009070,iB_14529,TC031360,TC012938,220,0.4230769230769231,0.8461538461538461
mRNA_009081,iB_15042,TC003903,TC032629,136,0.6267281105990783,0.576271186440678
mRNA_009217,iB_15649,TC033228,TC033229,220,0.43824701195219123,1.0
mRNA_009282,iB_16993,TC034104,TC031282,123,0.25894736842105265,0.7192982456140351
mRNA_009311,iB_16975,TC031850,TC032624,114,0.228,1.0
mRNA_009320,iB_14704,TC030931,TC015267,68,0.3148148148148148,0.6071428571428571
mRNA_009325,mRNA_005467,TC004787,TC031554,112,0.5333333333333333,0.22626262626262628
mRNA_009410,iB_09574,TC031906,TC035032,184,0.6764705882352942,0.7829787234042553
mRNA_009432,iB_15352,TC032868,TC034668,202,0.42171189979123175,0.9181818181818182
mRNA_009447,iB_09337,TC030243,TC031208,112,0.2793017456359102,0.5463414634146342
mRNA_009541,iB_07383,TC002186,TC031262,462,1.0,0.84
mRNA_009561,iB_13058,TC030892,TC030145,207,0.3777372262773723,0.9951923076923077
mRNA_009575,mRNA_008791,TC006397,TC006398,112,0.5572139303482587,0.24347826086956523
mRNA_009650,iB_15732,TC032633,TC034970,127,0.49034749034749037,0.5247933884297521
mRNA_009674,iB_00342,TC002185,TC002192,365,0.7733050847457628,0.7832618025751072
mRNA_009691,iB_13191,TC030960,TC030878,178,0.3877995642701525,0.8054298642533937
mRNA_009855,iB_01027,TC034028,TC034030,278,0.5548902195608783,0.7413333333333333
mRNA_009910,mRNA_002224,TC031244,TC012513,178,0.3771186440677966,0.5460122699386503
mRNA_009981,iB_06737,TC001054,TC034967,285,0.8482142857142857,0.6142241379310345
mRNA_010228,iB_05963,TC031897,TC034917,105,0.5121951219512195,0.2924791086350975
mRNA_010241,mRNA_000411,TC001661,TC031118,148,0.2829827915869981,0.5156794425087108
mRNA_010293,iB_10944,TC002592,TC031853,108,0.7105263157894737,0.5242718446601942
mRNA_010349,iB_03679,TC033892,TC033893,370,0.7551020408163265,0.8078602620087336
mRNA_010523,mRNA_000867,TC006929,TC006014,196,0.42516268980477223,1.0
mRNA_010670,iB_03236,TC001706,TC001707,114,1.0,0.2336065573770492
mRNA_010695,iB_16814,TC004087,TC001649,84,0.35,0.525
mRNA_010718,mRNA_002907,TC002448,TC032666,109,0.5046296296296297,0.5069767441860465
mRNA_010735,iB_10519,TC003118,TC003335,160,0.7142857142857143,0.7920792079207921
mRNA_010787,mRNA_000675,TC033297,TC031258,87,0.5686274509803921,0.24645892351274787
mRNA_010805,iB_04903,TC031600,TC035031,233,0.516629711751663,0.4251824817518248
mRNA_010975,iB_16366,TC001490,TC001488,149,0.9141104294478528,0.58203125
mRNA_011032,iB_03730,TC031775,TC034492,160,0.7048458149779736,0.37735849056603776
mRNA_011130,iB_09893,TC004677,TC004690,207,0.3812154696132597,1.0
mRNA_011189,mRNA_000745,TC010710,TC004189,199,0.4326086956521739,0.6838487972508591
mRNA_011390,mRNA_010372,TC004347,TC005196,64,0.5517241379310345,0.13675213675213677
mRNA_011493,iB_12092,TC005211,TC002205,195,0.3987730061349693,0.9112149532710281
mRNA_011523,iB_16535,TC005193,TC002028,60,0.24896265560165975,0.5217391304347826
mRNA_011543,mRNA_002066,TC032035,TC030988,174,0.35655737704918034,0.5723684210526315
mRNA_011567,mRNA_002796,TC031661,TC031602,144,0.3031578947368421,0.7164179104477612
mRNA_011581,mRNA_001704,TC005110,TC004173,105,0.5172413793103449,0.20348837209302326
mRNA_011615,iB_07622,TC012093,TC012392,326,0.692144373673036,0.6269230769230769
mRNA_011634,iB_07244,TC008402,TC032943,231,0.5088105726872246,0.49892008639308855
mRNA_011695,iB_15409,TC031906,TC034967,213,0.4329268292682927,1.0
mRNA_011841,iB_00289,TC001720,TC001739,159,1.0,0.32515337423312884
mRNA_011930,iB_16480,TC003635,TC004091,66,0.584070796460177,0.4714285714285714
mRNA_011936,iB_16611,TC000006,TC002153,62,0.11900191938579655,0.5299145299145299
mRNA_012002,iB_10768,TC030344,TC033018,146,0.3048016701461378,0.5593869731800766
mRNA_012114,iB_04033,TC005904,TC031275,444,0.8538461538461538,0.9694323144104804
mRNA_012348,mRNA_003777,TC015789,TC015790,143,0.7079207920792079,0.4454828660436137
mRNA_012580,iB_03797,TC031558,TC031559,327,0.6449704142011834,0.6728395061728395
mRNA_012605,iB_17610,TC015228,TC004040,122,0.580952380952381,0.5104602510460251
mRNA_012838,iB_14947,TC001826,TC031788,110,0.22044088176352705,0.5164319248826291
mRNA_012855,iB_07768,TC005013,TC034914,214,1.0,0.428
mRNA_012883,iB_15528,TC007022,TC032900,83,0.5928571428571429,0.31086142322097376
mRNA_012952,iB_10056,TC031147,TC033134,112,0.4148148148148148,0.5045045045045045
mRNA_012983,iB_04416,TC007475,TC008017,70,0.603448275862069,0.15418502202643172
mRNA_013101,iB_04521,TC008582,TC031615,174,0.7733333333333333,0.3663157894736842
mRNA_013229,iB_01983,TC012481,TC034875,159,0.6597510373443983,0.3063583815028902
mRNA_013649,mRNA_003086,TC031898,TC015983,108,0.2155688622754491,0.6708074534161491
mRNA_013673,iB_16598,TC004348,TC005156,61,0.11730769230769231,0.5258620689655172
mRNA_013692,iB_16129,TC034519,TC014206,150,0.3191489361702128,0.8287292817679558
mRNA_013921,iB_04235,TC000032,TC006903,378,0.8362831858407079,0.9197080291970803
mRNA_013951,iB_00306,TC004352,TC032968,156,0.6842105263157895,0.41160949868073876
mRNA_014003,mRNA_000924,TC031303,TC016000,84,0.525,0.3559322033898305
mRNA_014005,iB_04309,TC007300,TC008190,227,0.9912663755458515,0.490280777537797
mRNA_014085,iB_09323,TC015369,TC034714,142,0.2669172932330827,0.6454545454545455
mRNA_014130,mRNA_013526,TC008558,TC012927,294,0.7241379310344828,0.6150627615062761
mRNA_014215,iB_07728,TC031670,TC034914,270,1.0,0.4778761061946903
mRNA_014297,mRNA_004852,TC014838,TC004997,124,0.3803680981595092,0.5391304347826087
mRNA_014483,iB_15418,TC034203,TC035036,225,0.44204322200392926,1.0
mRNA_014508,iB_17412,TC002657,TC001953,92,0.18969072164948453,0.8070175438596491
mRNA_014518,mRNA_000544,TC034203,TC030967,5,1.0,0.043859649122807015
mRNA_014518,mRNA_001030,TC034203,TC031662,5,1.0,0.032467532467532464
mRNA_014658,iB_07940,TC016199,TC016227,118,0.5566037735849056,0.23552894211576847
mRNA_014791,mRNA_003566,TC032232,TC032233,313,0.6789587852494577,0.6374745417515275
